Frame,X,Y,Radius
13-41-38_19_0051,1273,171,20
13-41-38_19_0052,1263,175,13
13-41-38_19_0053,1251,190,18
13-41-38_19_0054,1252,197,24
13-41-38_19_0055,1246,212,34
13-41-38_19_0056,1243,218,38
13-41-38_19_0057,1235,223,43
13-41-38_19_0058,1238,227,36
13-41-38_19_0059,1237,237,38
13-41-38_19_0060,1229,244,36
13-41-38_19_0061,1215,260,41
13-41-38_19_0062,1215,263,35
13-41-38_19_0063,1203,280,38
13-41-38_19_0064,1199,289,37
13-41-38_19_0065,1199,285,38
13-41-38_19_0066,1195,297,36
13-41-38_19_0067,1189,302,37
13-41-38_19_0068,1174,321,35
13-41-38_19_0069,1172,325,38
13-41-38_19_0070,1167,331,39
13-41-38_19_0071,1163,333,33
13-41-38_19_0072,1159,338,35
13-41-38_19_0073,1154,344,35
13-41-38_19_0074,1151,351,39
13-41-38_19_0075,1141,357,34
13-41-38_19_0076,1131,367,37
13-41-38_19_0077,1132,364,38
13-41-38_19_0078,1125,370,37
13-41-38_19_0079,1121,374,37
13-41-38_19_0080,1115,379,38
13-41-38_19_0081,1106,387,41
13-41-38_19_0082,1106,385,39
13-41-38_19_0083,1091,393,39
13-41-38_19_0084,1088,393,42
13-41-38_19_0085,1085,394,38
13-41-38_19_0086,1084,397,42
13-41-38_19_0087,1071,399,42
13-41-38_19_0088,1065,400,42
13-41-38_19_0089,1066,400,42
13-41-38_19_0090,1061,403,40
13-41-38_19_0091,1057,403,40
13-41-38_19_0092,1060,418,25
13-41-38_19_0093,1031,401,41
13-41-38_19_0094,1037,403,42
13-41-38_19_0095,1027,397,48
13-41-38_19_0096,1015,395,44
13-41-38_19_0097,1009,394,44
13-41-38_19_0098,1011,395,44
13-41-38_19_0099,1005,391,46
13-41-38_19_0100,1000,388,45
13-41-38_19_0101,986,381,48
13-41-38_19_0102,975,376,45
13-41-38_19_0103,964,370,41
13-41-38_19_0104,961,376,39
13-41-38_19_0105,955,363,38
13-41-38_19_0106,939,352,38
13-41-38_19_0107,935,356,36
13-41-38_19_0108,933,343,38
13-41-38_19_0109,922,338,33
13-41-38_19_0110,913,322,30
13-41-38_19_0111,913,316,38
13-41-38_19_0112,904,315,36
13-41-38_19_0113,898,304,39
13-41-38_19_0114,893,310,21
13-41-38_19_0115,874,307,21
13-41-38_19_0116,892,299,26
13-41-38_19_0117,874,289,25
13-41-38_19_0118,866,274,28
13-41-38_19_0119,851,261,28
13-41-38_19_0120,841,249,23
13-41-38_19_0121,836,229,30
13-41-38_19_0122,826,208,16
13-41-38_19_0123,825,213,15
13-41-38_19_0124,812,211,70
13-41-38_19_0125,795,203,65
13-41-38_19_0126,777,176,60
13-41-38_19_0127,794,159,46
13-41-38_19_0128,763,119,69
13-41-38_19_0129,749,95,58
13-41-38_19_0130,752,67,19
13-41-38_19_0131,742,50,34
13-41-38_19_0132,758,3,26
