Frame,X,Y,Radius
13-41-38_3_0052,1247,85,19
13-41-38_3_0053,1235,91,12
13-41-38_3_0054,1245,95,33
13-41-38_3_0055,1249,106,41
13-41-38_3_0056,1249,103,30
13-41-38_3_0057,1251,98,27
13-41-38_3_0058,1261,118,13
13-41-38_3_0059,1253,107,23
13-41-38_3_0060,1238,149,32
13-41-38_3_0061,1215,191,38
13-41-38_3_0062,1190,229,46
13-41-38_3_0063,1209,239,28
13-41-38_3_0064,1174,266,48
13-41-38_3_0065,1162,283,47
13-41-38_3_0066,1148,298,47
13-41-38_3_0067,1139,322,45
13-41-38_3_0068,1132,333,43
13-41-38_3_0069,1111,369,44
13-41-38_3_0070,1094,392,35
13-41-38_3_0071,1078,401,30
13-41-38_3_0072,1072,427,27
13-41-38_3_0073,1075,424,44
13-41-38_3_0074,1066,436,45
13-41-38_3_0075,1058,446,47
13-41-38_3_0076,1048,461,44
13-41-38_3_0077,1045,460,39
13-41-38_3_0078,1033,484,44
13-41-38_3_0079,1023,494,45
13-41-38_3_0080,1016,506,44
13-41-38_3_0081,1006,517,43
13-41-38_3_0082,1000,525,45
13-41-38_3_0083,989,523,33
13-41-38_3_0084,983,543,45
13-41-38_3_0085,971,556,40
13-41-38_3_0086,967,561,44
13-41-38_3_0087,957,568,43
13-41-38_3_0088,940,590,28
13-41-38_3_0089,939,609,19
13-41-38_3_0090,937,619,17
13-41-38_3_0091,928,596,45
13-41-38_3_0092,922,602,47
13-41-38_3_0093,914,608,46
13-41-38_3_0094,903,617,42
13-41-38_3_0095,907,613,45
13-41-38_3_0096,889,632,38
13-41-38_3_0097,890,621,45
13-41-38_3_0098,878,626,40
13-41-38_3_0099,866,639,43
13-41-38_3_0100,860,639,46
13-41-38_3_0101,853,644,45
13-41-38_3_0102,848,644,48
13-41-38_3_0103,829,643,38
13-41-38_3_0104,837,646,46
13-41-38_3_0105,817,649,42
13-41-38_3_0106,817,650,48
13-41-38_3_0107,807,651,41
13-41-38_3_0108,801,651,49
13-41-38_3_0109,797,652,45
13-41-38_3_0110,787,653,47
13-41-38_3_0111,769,651,41
13-41-38_3_0112,766,649,38
13-41-38_3_0113,754,649,42
13-41-38_3_0114,745,645,40
13-41-38_3_0115,739,643,41
13-41-38_3_0116,733,640,43
13-41-38_3_0117,728,639,46
13-41-38_3_0118,723,637,40
13-41-38_3_0119,709,629,42
13-41-38_3_0120,704,627,44
13-41-38_3_0121,692,619,40
13-41-38_3_0122,695,621,44
13-41-38_3_0123,679,611,44
13-41-38_3_0124,670,605,43
13-41-38_3_0125,665,601,45
13-41-38_3_0126,657,592,45
13-41-38_3_0127,650,586,45
13-41-38_3_0128,641,578,45
13-41-38_3_0129,635,572,47
13-41-38_3_0130,627,562,45
13-41-38_3_0131,619,555,45
13-41-38_3_0132,611,549,44
13-41-38_3_0133,601,541,41
13-41-38_3_0134,596,526,46
13-41-38_3_0135,587,515,45
13-41-38_3_0136,581,506,46
13-41-38_3_0137,569,490,43
13-41-38_3_0138,557,477,39
13-41-38_3_0139,561,476,42
13-41-38_3_0140,547,471,38
13-41-38_3_0141,539,447,40
13-41-38_3_0142,524,455,36
13-41-38_3_0143,505,459,42
13-41-38_3_0144,497,458,49
13-41-38_3_0145,479,419,62
13-41-38_3_0146,466,418,76
13-41-38_3_0147,475,406,44
13-41-38_3_0148,447,387,68
13-41-38_3_0149,464,379,65
13-41-38_3_0150,451,368,64
13-41-38_3_0151,477,341,35
13-41-38_3_0152,451,327,41
13-41-38_3_0153,441,302,54
13-41-38_3_0154,458,280,21
13-41-38_3_0155,436,247,27
13-41-38_3_0156,451,233,45
13-41-38_3_0157,446,221,41
13-41-38_3_0158,433,179,32
13-41-38_3_0159,428,157,28
13-41-38_3_0160,434,127,46
13-41-38_3_0161,427,97,28
13-41-38_3_0162,419,77,33
13-41-38_3_0163,429,51,12
13-41-38_3_0164,413,25,19
