Frame,X,Y,Radius
1,107,325,20
2,115,325,15
3,124,322,18
4,123,340,23
5,125,333,26
6,141,326,27
7,141,328,29
8,157,315,18
9,159,332,19
10,172,314,17
11,167,325,28
12,172,322,26
13,185,311,20
14,189,313,16
15,202,309,18
16,195,321,26
17,201,315,21
18,213,317,22
19,212,311,20
20,221,317,24
21,232,325,26
22,229,323,23
23,245,315,29
24,245,314,21
25,251,307,24
26,262,303,22
27,263,307,25
28,280,307,20
29,267,313,22
30,285,293,16
31,284,305,21
32,295,290,14
33,299,299,24
34,301,303,18
35,303,298,23
36,309,296,23
37,316,299,23
38,319,295,24
39,321,293,22
40,325,295,21
41,333,292,23
42,335,291,21
43,340,291,22
44,346,292,19
45,351,290,23
46,353,289,22
47,362,289,21
48,361,289,21
49,371,287,21
50,371,285,21
51,376,284,20
52,379,278,13
53,383,283,20
54,388,286,19
55,388,284,20
56,393,283,20
57,397,281,20
58,397,277,14
59,409,281,20
60,412,287,15
