Frame,X,Y,Radius
2,101,383,30
3,115,376,25
4,125,376,26
5,115,368,15
6,115,364,16
7,131,358,11
8,142,391,43
9,128,371,21
10,157,358,13
11,161,358,10
12,189,376,37
13,200,374,36
14,209,374,38
15,225,364,28
16,237,361,29
17,261,353,17
18,286,369,22
19,265,356,28
20,274,355,29
21,275,353,27
22,293,350,25
23,287,359,35
24,303,345,22
25,302,355,31
26,313,361,29
27,328,355,32
28,325,355,30
29,322,358,31
30,343,347,32
31,338,357,26
32,359,345,33
33,368,365,25
34,376,367,26
35,370,359,26
36,387,340,32
37,398,341,36
38,400,337,31
39,407,338,32
40,413,335,30
41,421,334,31
42,427,332,30
43,445,326,24
44,440,331,30
45,461,322,20
46,449,326,27
47,459,328,30
48,464,328,30
49,471,325,29
50,479,321,26
51,475,321,22
52,488,323,29
53,501,321,29
54,500,321,29
55,506,321,30
56,511,319,29
57,523,316,28
58,523,317,29
59,531,315,25
60,529,313,24
61,542,316,31
62,549,311,27
63,554,310,27
64,553,311,28
65,565,310,27
66,568,308,27
67,568,310,28
68,577,309,29
69,581,309,31
70,583,305,26
71,587,305,26
72,596,308,31
73,599,303,24
74,603,304,27
75,609,301,24
76,616,301,27
77,615,299,26
78,622,298,24
79,623,298,26
80,628,297,26
81,632,297,25
82,639,298,29
83,641,296,26
84,645,295,26
85,650,295,26
86,658,293,26
87,657,291,25
88,662,295,27
89,665,292,26
90,668,290,23
91,677,287,23
92,682,290,26
93,682,290,24
94,689,287,25
95,688,289,26
96,693,290,26
97,695,285,23
98,699,286,24
99,700,284,22
