Frame,X,Y,Radius
7,469,500,58
10,446,484,49
11,435,479,53
12,430,479,55
13,423,479,58
14,418,473,57
15,412,473,59
16,405,467,55
17,401,469,59
18,398,464,53
19,392,458,51
20,383,453,54
21,380,451,55
22,379,451,53
23,370,445,53
24,363,441,51
25,361,437,52
26,352,434,49
27,363,433,41
28,367,435,31
29,343,428,50
30,341,425,47
31,337,423,46
32,329,421,49
33,328,421,46
34,326,417,45
35,316,410,44
36,315,409,46
37,311,407,46
38,310,406,43
39,302,401,42
40,297,399,41
41,297,399,44
42,295,397,43
43,291,395,43
44,286,392,41
45,285,389,38
46,280,388,40
47,280,388,39
48,275,385,40
49,275,383,39
50,269,382,39
51,272,383,41
52,265,380,38
53,263,376,39
54,261,375,36
55,260,374,37
56,260,374,39
57,253,371,36
58,249,368,36
59,247,365,35
60,248,370,38
61,243,364,36
62,239,362,34
63,239,364,38
64,236,359,34
65,237,359,34
66,235,358,34
67,227,355,32
68,229,355,34
69,226,352,32
70,224,352,33
71,224,353,35
72,221,351,32
73,218,349,33
74,219,349,32
75,218,350,34
76,214,346,31
77,211,343,30
78,208,340,29
79,209,343,32
80,206,340,30
81,206,341,29
82,203,339,31
83,201,337,29
84,199,338,29
85,203,339,33
86,197,335,28
87,197,335,29
88,194,332,29
89,191,333,28
90,193,333,29
91,190,329,28
92,190,329,30
93,184,327,26
94,185,327,28
95,181,326,25
96,185,325,28
97,182,326,26
98,181,326,26
99,179,323,27
100,179,325,28
101,175,321,26
102,175,320,26
103,175,321,28
104,173,317,26
105,172,321,26
106,170,317,26
107,170,317,27
108,172,317,27
109,172,319,29
110,165,314,24
111,164,316,25
112,163,311,23
113,163,313,23
114,161,310,23
115,160,313,26
116,159,311,26
117,159,311,23
119,155,309,24
120,155,309,25
121,154,309,25
122,154,308,23
123,152,307,21
124,153,307,23
125,153,309,26
126,147,303,21
127,149,304,24
128,147,304,23
129,145,304,23
132,143,302,23
133,143,301,24
134,142,299,22
135,143,299,24
136,141,299,23
137,137,298,21
138,140,299,22
139,141,302,25
140,142,301,26
141,135,295,21
142,133,295,19
143,134,293,20
144,134,296,22
145,131,292,19
146,133,293,21
147,131,291,20
148,131,292,19
149,134,293,22
150,131,295,22
151,130,297,24
152,129,292,23
153,131,293,23
156,122,287,17
