Frame,X,Y,Radius
0,644,267,20
1,643,269,23
2,639,272,24
3,638,271,21
4,631,271,21
5,626,272,20
6,627,273,21
7,620,274,23
8,620,273,21
9,615,273,21
10,609,279,26
11,603,275,21
12,603,277,21
13,599,279,22
14,595,278,21
15,591,279,22
16,586,279,21
17,581,279,23
18,577,281,24
19,574,279,22
20,569,281,22
21,566,283,23
22,557,284,23
23,557,284,21
24,553,285,23
25,547,285,22
26,539,290,26
27,538,289,23
28,530,287,25
29,526,290,25
30,515,290,21
31,515,292,26
32,511,293,26
33,508,293,24
34,503,295,24
35,495,296,27
36,490,295,21
37,487,296,25
38,479,299,28
39,473,298,26
40,469,299,26
41,463,304,29
42,460,301,24
43,454,304,24
44,449,304,25
45,436,307,26
46,437,305,25
47,428,309,29
48,425,308,25
49,415,309,29
50,406,313,27
51,403,313,29
52,393,314,27
53,391,319,32
54,387,314,26
55,382,317,28
56,370,321,31
57,363,323,32
58,362,321,29
59,350,327,34
60,339,325,29
61,333,328,31
62,333,327,29
63,323,329,28
64,317,329,29
65,302,331,30
66,299,333,31
67,293,333,29
68,287,335,30
69,278,335,30
70,262,339,31
71,262,339,30
72,254,341,31
73,247,344,32
74,237,344,30
75,230,347,32
76,221,347,31
77,202,355,35
78,202,352,33
79,193,353,32
80,184,356,34
81,175,357,33
82,155,364,38
83,157,364,37
84,135,363,35
85,133,368,39
86,125,358,31
87,131,370,33
