Frame,X,Y,Radius
9,605,140,8
11,607,141,8
12,605,142,10
14,590,143,16
16,613,140,10
17,613,141,11
19,615,140,12
21,619,141,10
37,589,170,25
41,599,169,24
42,623,143,16
47,615,171,21
58,637,167,27
59,631,175,34
61,671,141,11
62,664,148,18
63,671,141,14
65,679,142,9
66,662,149,17
67,679,142,11
68,679,142,12
82,679,181,19
84,703,182,17
85,687,205,32
86,675,175,14
87,679,139,11
88,685,133,17
89,700,149,14
90,697,179,14
91,662,169,27
92,669,173,19
93,691,141,13
94,703,175,12
95,673,157,29
97,675,175,22
98,679,165,28
105,673,159,42
