Frame,X,Y,Radius
4,700,314,19
5,695,296,29
6,691,331,25
7,691,333,28
8,688,331,32
9,703,333,11
10,706,331,25
11,674,313,25
12,673,325,26
13,622,304,28
14,641,315,25
15,625,309,23
16,603,309,17
17,595,298,24
18,578,298,20
19,563,293,21
20,545,295,11
21,535,279,26
22,525,291,10
23,506,293,11
24,495,289,17
25,473,289,13
26,485,281,22
27,487,260,43
28,485,271,30
29,487,251,38
30,465,253,34
31,452,242,41
32,454,233,26
33,454,232,29
34,467,220,19
35,422,213,15
36,433,220,18
37,393,199,18
38,398,199,17
39,367,188,13
40,341,190,19
41,313,224,14
42,299,220,18
43,280,229,14
44,268,223,22
45,244,223,17
46,230,235,20
47,203,231,23
48,166,220,47
49,148,225,50
50,131,225,45
51,130,221,26
52,127,213,34
53,128,164,29
54,117,173,18
55,140,148,16
56,131,171,18
57,155,148,21
58,179,154,13
69,315,164,35
70,321,178,21
71,329,187,33
72,315,193,39
73,307,188,42
74,304,206,59
75,280,202,45
76,255,206,42
77,257,201,41
78,237,200,34
79,236,213,46
80,220,221,50
81,200,211,34
82,188,223,42
83,164,217,37
84,149,220,28
85,129,226,16
86,133,197,34
87,128,157,32
88,125,151,26
89,123,169,12
