Frame,X,Y,Radius
13-38-07_0_0026,505,655,37
13-38-07_0_0027,481,645,27
13-38-07_0_0029,469,639,29
13-38-07_0_0030,487,634,30
13-38-07_0_0031,473,674,16
13-38-07_0_0032,457,681,16
13-38-07_0_0033,449,680,15
13-38-07_0_0034,477,659,38
13-38-07_0_0035,455,700,21
13-38-07_0_0036,460,677,23
13-38-07_0_0037,489,665,51
13-38-07_0_0038,488,667,47
13-38-07_0_0039,487,664,51
13-38-07_0_0040,491,664,47
13-38-07_0_0041,485,681,49
13-38-07_0_0042,485,675,52
13-38-07_0_0043,484,669,51
13-38-07_0_0044,489,664,55
13-38-07_0_0045,485,668,50
13-38-07_0_0046,482,664,50
13-38-07_0_0047,483,671,54
13-38-07_0_0048,483,689,54
13-38-07_0_0049,482,664,49
13-38-07_0_0050,478,671,50
13-38-07_0_0051,479,664,52
13-38-07_0_0052,481,661,51
13-38-07_0_0053,479,658,51
13-38-07_0_0054,479,663,50
13-38-07_0_0055,477,668,52
13-38-07_0_0056,481,679,57
13-38-07_0_0057,473,670,52
13-38-07_0_0058,476,663,54
13-38-07_0_0059,477,679,55
13-38-07_0_0060,473,668,53
13-38-07_0_0061,475,661,53
13-38-07_0_0062,472,659,52
13-38-07_0_0063,473,663,54
13-38-07_0_0064,483,649,51
13-38-07_0_0065,489,659,39
13-38-07_0_0066,483,634,45
13-38-07_0_0067,482,644,46
13-38-07_0_0068,485,638,31
13-38-07_0_0069,499,639,18
13-38-07_0_0070,497,623,25
13-38-07_0_0071,473,626,50
13-38-07_0_0072,457,629,34
13-38-07_0_0073,475,645,42
13-38-07_0_0074,485,661,38
13-38-07_0_0075,455,643,24
13-38-07_0_0076,436,671,22
13-38-07_0_0077,488,665,53
13-38-07_0_0078,469,662,54
13-38-07_0_0079,467,685,55
13-38-07_0_0080,461,688,27
13-38-07_0_0081,479,682,43
13-38-07_0_0082,487,695,49
13-38-07_0_0083,472,673,49
13-38-07_0_0084,443,668,34
13-38-07_0_0085,473,676,46
13-38-07_0_0086,473,671,43
13-38-07_0_0087,488,656,56
13-38-07_0_0088,478,650,50
13-38-07_0_0089,463,664,53
13-38-07_0_0090,467,640,40
13-38-07_0_0091,475,631,34
13-38-07_0_0092,491,627,21
13-38-07_0_0093,493,627,24
13-38-07_0_0094,494,646,18
13-38-07_0_0095,487,609,14
13-38-07_0_0096,469,597,35
13-38-07_0_0097,485,616,19
13-38-07_0_0098,472,634,43
13-38-07_0_0099,471,633,43
13-38-07_0_0100,461,634,41
13-38-07_0_0101,463,653,39
13-38-07_0_0102,469,647,44
13-38-07_0_0103,457,653,47
13-38-07_0_0104,439,646,18
13-38-07_0_0105,443,664,39
13-38-07_0_0106,425,652,14
13-38-07_0_0107,421,674,19
13-38-07_0_0108,422,698,20
13-38-07_0_0109,440,700,19
13-38-07_0_0110,439,687,19
13-38-07_0_0111,431,683,33
13-38-07_0_0112,435,701,16
13-38-07_0_0113,428,682,30
13-38-07_0_0114,421,683,22
13-38-07_0_0115,422,688,24
13-38-07_0_0116,430,679,33
13-38-07_0_0117,423,692,22
13-38-07_0_0118,439,675,43
13-38-07_0_0119,423,669,26
13-38-07_0_0120,433,673,38
13-38-07_0_0121,433,670,40
13-38-07_0_0122,421,675,28
13-38-07_0_0123,431,652,22
13-38-07_0_0124,427,651,20
13-38-07_0_0125,419,661,24
13-38-07_0_0126,423,647,17
13-38-07_0_0127,428,655,34
13-38-07_0_0128,422,658,31
13-38-07_0_0129,405,656,15
13-38-07_0_0130,415,657,23
13-38-07_0_0131,397,669,18
13-38-07_0_0132,411,679,26
13-38-07_0_0133,430,695,22
13-38-07_0_0134,415,680,27
13-38-07_0_0135,424,674,40
13-38-07_0_0136,405,682,20
13-38-07_0_0137,409,687,25
13-38-07_0_0138,409,694,25
13-38-07_0_0139,410,694,26
13-38-07_0_0140,417,706,13
13-38-07_0_0141,410,691,28
13-38-07_0_0142,410,685,27
13-38-07_0_0143,405,699,22
13-38-07_0_0144,413,686,12
13-38-07_0_0145,409,687,30
13-38-07_0_0146,406,683,26
13-38-07_0_0147,404,682,26
13-38-07_0_0148,401,677,24
13-38-07_0_0149,411,661,33
13-38-07_0_0150,397,671,22
13-38-07_0_0151,423,651,32
13-38-07_0_0152,422,651,32
13-38-07_0_0153,439,656,46
13-38-07_0_0154,440,662,46
13-38-07_0_0155,455,650,66
13-38-07_0_0156,447,664,50
13-38-07_0_0157,458,639,72
13-38-07_0_0158,449,658,54
13-38-07_0_0159,447,650,61
13-38-07_0_0160,453,661,48
13-38-07_0_0161,455,640,31
13-38-07_0_0162,481,647,44
13-38-07_0_0163,448,629,62
13-38-07_0_0164,473,637,46
13-38-07_0_0165,466,650,32
13-38-07_0_0166,445,637,61
