Frame,X,Y,Radius
13-38-07_13_0049,20,317,19
13-38-07_13_0050,28,327,29
13-38-07_13_0051,39,332,29
13-38-07_13_0052,46,327,39
13-38-07_13_0053,62,332,36
13-38-07_13_0054,56,333,28
13-38-07_13_0055,74,333,31
13-38-07_13_0056,65,337,29
13-38-07_13_0057,82,333,29
13-38-07_13_0058,94,335,32
13-38-07_13_0059,85,352,44
13-38-07_13_0060,86,362,61
13-38-07_13_0061,103,365,61
13-38-07_13_0062,127,376,73
13-38-07_13_0063,131,349,94
13-38-07_13_0064,157,373,40
13-38-07_13_0065,163,370,87
13-38-07_13_0066,173,365,95
13-38-07_13_0067,200,380,45
13-38-07_13_0068,208,362,81
13-38-07_13_0069,229,382,99
13-38-07_13_0070,247,362,72
13-38-07_13_0071,255,364,89
13-38-07_13_0072,268,371,74
13-38-07_13_0073,280,365,74
13-38-07_13_0074,289,362,73
13-38-07_13_0075,301,362,66
13-38-07_13_0076,317,375,32
13-38-07_13_0077,337,377,73
13-38-07_13_0078,355,394,33
13-38-07_13_0079,365,371,73
13-38-07_13_0080,375,369,72
13-38-07_13_0081,405,362,54
13-38-07_13_0082,422,379,18
13-38-07_13_0083,445,388,26
13-38-07_13_0084,458,391,25
13-38-07_13_0085,475,395,29
13-38-07_13_0086,485,411,16
13-38-07_13_0087,501,411,20
13-38-07_13_0088,508,401,25
13-38-07_13_0089,525,404,28
13-38-07_13_0090,545,403,27
13-38-07_13_0091,569,407,27
13-38-07_13_0092,569,421,18
13-38-07_13_0093,584,416,25
13-38-07_13_0094,596,422,20
13-38-07_13_0095,623,415,19
13-38-07_13_0096,625,425,18
13-38-07_13_0097,650,413,14
13-38-07_13_0098,647,423,20
13-38-07_13_0099,658,422,21
13-38-07_13_0100,661,428,21
13-38-07_13_0101,669,425,25
13-38-07_13_0102,677,425,25
13-38-07_13_0103,686,433,19
13-38-07_13_0104,701,435,14
13-38-07_13_0105,713,427,23
13-38-07_13_0106,729,430,17
13-38-07_13_0107,735,439,13
13-38-07_13_0108,734,437,22
13-38-07_13_0109,748,455,21
13-38-07_13_0110,753,440,20
13-38-07_13_0111,771,437,14
13-38-07_13_0112,772,437,22
13-38-07_13_0113,775,441,21
13-38-07_13_0114,788,447,18
13-38-07_13_0115,794,449,14
13-38-07_13_0116,796,448,22
13-38-07_13_0117,812,448,21
13-38-07_13_0118,817,446,24
13-38-07_13_0119,820,449,22
13-38-07_13_0120,819,455,19
13-38-07_13_0121,838,446,25
13-38-07_13_0122,845,454,17
13-38-07_13_0123,848,431,38
13-38-07_13_0124,849,429,31
13-38-07_13_0125,859,435,35
13-38-07_13_0126,859,439,37
13-38-07_13_0127,866,428,32
13-38-07_13_0128,886,428,34
13-38-07_13_0129,886,437,33
13-38-07_13_0130,884,425,29
13-38-07_13_0131,880,421,23
13-38-07_13_0132,901,437,36
13-38-07_13_0133,913,435,28
13-38-07_13_0134,920,443,41
13-38-07_13_0135,932,439,37
13-38-07_13_0136,932,443,30
13-38-07_13_0137,937,443,29
13-38-07_13_0138,946,440,33
13-38-07_13_0139,953,449,34
13-38-07_13_0140,961,449,30
13-38-07_13_0141,962,461,26
13-38-07_13_0142,973,472,19
13-38-07_13_0143,974,457,36
13-38-07_13_0144,991,473,19
13-38-07_13_0145,991,469,23
13-38-07_13_0146,998,470,25
13-38-07_13_0147,1006,482,13
13-38-07_13_0148,997,487,16
13-38-07_13_0149,1015,509,41
13-38-07_13_0150,1015,509,31
13-38-07_13_0151,1015,487,18
13-38-07_13_0152,1051,479,12
13-38-07_13_0153,1027,489,14
13-38-07_13_0154,1028,483,14
13-38-07_13_0155,1042,465,34
